Company,Company Path,Country,Industry,Earnings,Employees,Marketcap,Net-Assets,Operating-Margin,Pe-Ratio,Ps-Ratio,Revenue,Total-Assets,Total-Debt,Total-Liabilities
Vår Energi,https://companiesmarketcap.com/var-energi,Norway,Oil&Gas,3360000000,1000,9270000000,1760000000,,8.83,1.29,6810000000,19280000000,3260000000,17520000000
Aker BP,https://companiesmarketcap.com/aker-bp,Norway,Oil&Gas,8870000000,2462,17520000000,12360000000,,15.5,1.26,13580000000,39040000000,6500000000,26680000000
REN (Redes Energéticas Nacionais),https://companiesmarketcap.com/ren-redes-energeticas-nacionais,Portugal,Oil&Gas,320000000,729,1560000000,1570000000,0.3217,11.3,1.51,1040000000,6660000000,2570000000,5080000000
Enagás,https://companiesmarketcap.com/enagas,Spain,Oil&Gas,590000000,1396,3810000000,3310000000,0.8546,7.14,3.86,980000000,9400000000,4200000000,6080000000
Atlantica,https://companiesmarketcap.com/atlantica,UK,Oil&Gas,380000000,978,2230000000,1580000000,0.302,148,2.03,1090000000,8710000000,5480000000,7120000000
Harbour Energy,https://companiesmarketcap.com/harbour-energy,UK,Oil&Gas,2460000000,1824,2810000000,1410000000,,37.8,0.5847,5390000000,10820000000,1240000000,9410000000
Gulf Island Fabrication,https://companiesmarketcap.com/gulf-island-fabrication,USA,Oil&Gas,-24450000,874,100000000,78970000,-0.0233,34.6,0.7039,150000000,120000000,20000000,49450000
Forum Energy Technologies,https://companiesmarketcap.com/forum-energy-technologies,USA,Oil&Gas,-7820000,1500,240000000,410000000,0.0232,-56.2,0.3272,730000000,820000000,190000000,400000000
Dril-Quip,https://companiesmarketcap.com/dril-quip,USA,Oil&Gas,13460000,1356,740000000,880000000,0.049,-458,1.86,420000000,1020000000,16670000,140000000
Nine Energy Service,https://companiesmarketcap.com/nine-energy-service,USA,Oil&Gas,19490000,1212,99610000,-35630000,0.0834,6.33,0.1652,600000000,400000000,360000000,430000000
KLX Energy Services,https://companiesmarketcap.com/klx-energy-services,USA,Oil&Gas,22200000,1779,120000000,38800000,-0.0031,2.23,0.1429,880000000,530000000,360000000,500000000
Oil States International,https://companiesmarketcap.com/oil-states-international,USA,Oil&Gas,25390000,2738,370000000,700000000,0.0203,38.4,0.5048,780000000,1040000000,160000000,330000000
Helix Energy Solutions,https://companiesmarketcap.com/helix-energy-solutions,USA,Oil&Gas,28870000,2280,1770000000,1500000000,-0.1046,84.4,1.4,1280000000,2550000000,540000000,1050000000
Newpark Resources,https://companiesmarketcap.com/newpark-resources,USA,Oil&Gas,33360000,1540,630000000,410000000,-0.0296,28.4,0.8707,740000000,640000000,92430000,220000000
Ranger Energy Services,https://companiesmarketcap.com/ranger-energy-services,USA,Oil&Gas,34500000,2000,270000000,270000000,0.0586,9.93,0.4208,630000000,370000000,33900000,100000000
Diamond Offshore Drilling,https://companiesmarketcap.com/diamond-offshore-drilling,USA,Oil&Gas,39690000,2100,1450000000,640000000,-0.0623,10.2,1.38,1050000000,1710000000,670000000,1060000000
CSI Compressco,https://companiesmarketcap.com/csi-compressco,USA,Oil&Gas,48190000,792,340000000,-38860000,0.1032,-24.2,0.8931,380000000,680000000,640000000,720000000
Tetra Technologies,https://companiesmarketcap.com/tetra-technologies,USA,Oil&Gas,54040000,1300,600000000,140000000,-0.0379,21.9,1.01,620000000,470000000,190000000,330000000
Star Group,https://companiesmarketcap.com/star-group,USA,Oil&Gas,59550000,3052,360000000,270000000,0.0244,-37.2,0.2023,1830000000,940000000,280000000,670000000
Overseas Shipholding Group,https://companiesmarketcap.com/overseas-shipholding-group,USA,Oil&Gas,72370000,1023,430000000,350000000,0.1038,10.7,0.961,450000000,1070000000,570000000,720000000
Berry Corporation,https://companiesmarketcap.com/berry-corporation,USA,Oil&Gas,90830000,1372,660000000,750000000,0.2856,14.4,0.7656,860000000,1590000000,430000000,830000000
ProPetro,https://companiesmarketcap.com/propetro,USA,Oil&Gas,120000000,2000,920000000,990000000,0.0215,8.34,0.5667,1630000000,1480000000,140000000,480000000
NOW Inc.,https://companiesmarketcap.com/now,USA,Oil&Gas,140000000,2475,1590000000,1060000000,0.068,12.6,0.6857,2320000000,1520000000,41000000,460000000
Chesapeake Utilities,https://companiesmarketcap.com/chesapeake-utilities,USA,Oil&Gas,150000000,1034,2270000000,1240000000,0.1816,20.3,3.34,670000000,3300000000,1390000000,2050000000
Global Partners LP,https://companiesmarketcap.com/global-partners-lp,USA,Oil&Gas,160000000,2860,1550000000,800000000,0.0204,7.34,0.0967,16490000000,3440000000,1530000000,2640000000
Suburban Propane Partners,https://companiesmarketcap.com/suburban-propane-partners,USA,Oil&Gas,170000000,3240,1230000000,540000000,0.0933,14.2,0.9089,1390000000,2310000000,1380000000,1760000000
NW Natural,https://companiesmarketcap.com/nw-natural,USA,Oil&Gas,200000000,1258,1370000000,1280000000,0.1232,12.7,1.13,1190000000,4860000000,1740000000,3580000000
NorthWestern Corporation,https://companiesmarketcap.com/northwestern-corp,USA,Oil&Gas,200000000,1530,2990000000,2780000000,0.1228,16.3,2.11,1420000000,7600000000,2790000000,4810000000
Excelerate Energy,https://companiesmarketcap.com/excelerate-energy,USA,Oil&Gas,220000000,890,1690000000,1800000000,0.1184,14.5,1.47,1150000000,2860000000,770000000,1050000000
Kodiak Gas Services,https://companiesmarketcap.com/kodiak-gas-services,USA,Oil&Gas,230000000,720,2410000000,1140000000,0.4372,29.5,2.9,850000000,3240000000,1820000000,2100000000
Spire Energy,https://companiesmarketcap.com/spire-energy,USA,Oil&Gas,240000000,3589,3220000000,3060000000,0.112,13.6,1.24,2600000000,10630000000,4750000000,7560000000
RPC,https://companiesmarketcap.com/rpc,USA,Oil&Gas,250000000,2732,1690000000,1020000000,0.1808,7.17,1.06,1610000000,1280000000,27160000,260000000
Calumet Specialty Products Partners,https://companiesmarketcap.com/calumet-specialty-products-partners,USA,Oil&Gas,270000000,1530,1230000000,-250000000,-0.0821,-28.1,0.2961,4180000000,2750000000,2000000000,2990000000
NGL Energy Partners,https://companiesmarketcap.com/ngl-energy-partners,USA,Oil&Gas,270000000,638,790000000,860000000,0.0335,-9.42,0.1083,7370000000,5360000000,2780000000,4500000000
New Jersey Resources,https://companiesmarketcap.com/new-jersey-resources,USA,Oil&Gas,270000000,1350,4100000000,2060000000,0.1387,14.3,2.41,1700000000,6740000000,3380000000,4680000000
Dorian LPG,https://companiesmarketcap.com/dorian-lpg,USA,Oil&Gas,300000000,541,1590000000,980000000,0.3926,6.25,2.92,550000000,1820000000,810000000,830000000
Black Hills,https://companiesmarketcap.com/black-hills,USA,Oil&Gas,300000000,2982,3560000000,3300000000,0.1443,13.6,1.54,2330000000,9620000000,4400000000,6310000000
Genesis Energy L.P.,https://companiesmarketcap.com/genesis-energy-lp,USA,Oil&Gas,380000000,2088,1440000000,1710000000,-0.0641,26.6,0.4618,3170000000,7010000000,3750000000,5300000000
Sunoco,https://companiesmarketcap.com/sunoco,USA,Oil&Gas,430000000,2302,4500000000,970000000,0.0168,9.61,0.198,23060000000,6820000000,4110000000,5840000000
Antero Midstream,https://companiesmarketcap.com/antero-midstream,USA,Oil&Gas,480000000,586,6730000000,2150000000,0.4374,19.2,6.15,1090000000,5750000000,3250000000,3600000000
NuStar Energy,https://companiesmarketcap.com/nustar-energy,USA,Oil&Gas,520000000,1167,2680000000,1040000000,0.1342,18.1,1.67,1630000000,4890000000,3420000000,3850000000
Antero Resources,https://companiesmarketcap.com/antero-resources,USA,Oil&Gas,530000000,605,9040000000,7210000000,0.3153,10.3,2.14,4270000000,13610000000,4500000000,6400000000
EnLink Midstream,https://companiesmarketcap.com/enlink-midstream,USA,Oil&Gas,680000000,1132,6230000000,2630000000,0.0904,21.5,0.9058,6870000000,8320000000,4590000000,5690000000
National Fuel Gas,https://companiesmarketcap.com/national-fuel-gas,USA,Oil&Gas,720000000,2240,4900000000,3170000000,0.3122,10.4,2.43,2040000000,8580000000,2680000000,5410000000
California Resources Corporation,https://companiesmarketcap.com/california-resources-corp,USA,Oil&Gas,740000000,1060,3880000000,2210000000,0.3727,8.79,1.38,2810000000,3990000000,610000000,1770000000
New Fortress Energy,https://companiesmarketcap.com/new-fortress-energy,USA,Oil&Gas,920000000,577,5820000000,1770000000,0.3021,15.2,2.46,2410000000,10500000000,7370000000,8720000000
Diversified Energy,https://companiesmarketcap.com/diversified-energy,USA,Oil&Gas,1000000000,1582,660000000,590000000,,-3.33,0.7845,860000000,3470000000,1300000000,2870000000
SM Energy,https://companiesmarketcap.com/sm-energy,USA,Oil&Gas,1000000000,539,5830000000,3610000000,0.4171,5.8,2.52,2360000000,6370000000,1570000000,2760000000
Range Resources,https://companiesmarketcap.com/range-resources,USA,Oil&Gas,1100000000,544,8730000000,3760000000,0.5092,6.34,3.42,2550000000,7200000000,1790000000,3430000000
CVR Energy,https://companiesmarketcap.com/cvr-energy,USA,Oil&Gas,1130000000,1470,3530000000,1030000000,0.0735,4.51,0.3851,9240000000,4700000000,2190000000,3660000000
Chord Energy,https://companiesmarketcap.com/chord-energy,USA,Oil&Gas,1360000000,531,7790000000,5070000000,0.4921,7.1,2,3890000000,6920000000,530000000,1840000000
Western Midstream,https://companiesmarketcap.com/western-midstream,USA,Oil&Gas,1380000000,2022,13140000000,3020000000,0.4591,13,4.33,3100000000,12470000000,7900000000,9440000000
Southwestern Energy,https://companiesmarketcap.com/southwestern-energy,USA,Oil&Gas,1440000000,1118,8170000000,5880000000,0.1266,1.48,1.25,6520000000,11990000000,4090000000,6100000000
Marathon Oil,https://companiesmarketcap.com/marathon-oil,USA,Oil&Gas,1910000000,1570,16620000000,11200000000,0.3959,10.8,2.63,6400000000,19570000000,5420000000,8370000000
Targa Resources,https://companiesmarketcap.com/targa-resources,USA,Oil&Gas,1940000000,2850,25520000000,4610000000,0.1035,30,1.6,16060000000,20670000000,13010000000,16060000000
Coterra Energy,https://companiesmarketcap.com/coterra-energy,USA,Oil&Gas,2210000000,981,20760000000,13030000000,0.571,6.98,3.54,5910000000,20410000000,2520000000,7370000000
EQT Corporation,https://companiesmarketcap.com/eqt-corporation,USA,Oil&Gas,2320000000,744,16410000000,14780000000,0.1923,4.65,3.26,5060000000,25280000000,5840000000,10500000000
Ovintiv,https://companiesmarketcap.com/ovintiv,USA,Oil&Gas,2510000000,1713,14750000000,10370000000,0.2903,4.1,1.36,10880000000,19980000000,6680000000,9610000000
PBF Energy,https://companiesmarketcap.com/pbf-energy,USA,Oil&Gas,2880000000,3616,7110000000,6630000000,0.0972,2.67,0.1867,38320000000,14380000000,2040000000,7750000000
Hess,https://companiesmarketcap.com/hess,USA,Oil&Gas,2940000000,1623,47200000000,9600000000,0.325,30.4,4.62,10510000000,24000000000,9590000000,14400000000
Apache Corporation,https://companiesmarketcap.com/apache-corporation,USA,Oil&Gas,3210000000,2273,12520000000,3690000000,0.5177,7.03,1.25,8270000000,15240000000,5300000000,11550000000
Chesapeake Energy,https://companiesmarketcap.com/chesapeake-energy,USA,Oil&Gas,3220000000,1200,11580000000,10720000000,0.319,2.2,1.48,7770000000,14370000000,2110000000,3640000000
Oneok,https://companiesmarketcap.com/oneok,USA,Oil&Gas,3490000000,2966,45930000000,16480000000,0.1657,14.5,2.62,17670000000,44260000000,21760000000,27780000000
Diamondback Energy,https://companiesmarketcap.com/diamondback-energy,USA,Oil&Gas,4420000000,972,37140000000,17430000000,0.5948,10.8,4.46,8330000000,29000000000,6800000000,11570000000
Devon Energy,https://companiesmarketcap.com/devon-energy,USA,Oil&Gas,4990000000,1800,33920000000,12210000000,0.4056,7.34,2.24,15250000000,24490000000,6450000000,12270000000
Pioneer Natural Resources,https://companiesmarketcap.com/pioneer-natural-resources,USA,Oil&Gas,6420000000,2076,63260000000,23170000000,0.408,12.7,3.31,19370000000,36610000000,5250000000,13440000000
EOG Resources,https://companiesmarketcap.com/eog-resources,USA,Oil&Gas,9830000000,2850,77820000000,28090000000,0.3357,10.1,3.43,23180000000,43850000000,4800000000,15760000000
Metcash,https://companiesmarketcap.com/metcash,Australia,Retail,240000000,8000,2740000000,710000000,0.0236,19.2,0.2511,10440000000,3550000000,980000000,2830000000
Super Retail Group,https://companiesmarketcap.com/super-retail-group,Australia,Retail,250000000,15599,2230000000,900000000,,8.01,0.6774,2510000000,2050000000,680000000,1140000000
Reece Group,https://companiesmarketcap.com/reece,Australia,Retail,370000000,9000,11530000000,2390000000,0.0666,34.2,1.35,5850000000,4580000000,1290000000,2180000000
JB Hi-Fi,https://companiesmarketcap.com/jb-hi-fi,Australia,Retail,490000000,14500,4440000000,930000000,0.084,8.07,0.4959,6370000000,2140000000,430000000,1200000000
Harvey Norman,https://companiesmarketcap.com/harvey-norman,Australia,Retail,510000000,6500,3870000000,2950000000,0.2752,5.47,1.09,2630000000,5070000000,1440000000,2120000000
Scentre Group,https://companiesmarketcap.com/scentre-group,Australia,Retail,550000000,3129,10730000000,12290000000,0.6832,18.7,6.18,1710000000,24320000000,10710000000,12030000000
Arezzo Indústria e Comércio,https://companiesmarketcap.com/arezzo-industria-e-comercio,Brazil,Retail,75840000,7776,1140000000,600000000,0.0905,16.4,1.2,970000000,1230000000,320000000,620000000
Neighbourly Pharmacy,https://companiesmarketcap.com/neighbourly-pharmacy,Canada,Retail,-2290000,3648,600000000,440000000,,-22.3,0.9344,650000000,840000000,260000000,390000000
Aritzia,https://companiesmarketcap.com/aritzia,Canada,Retail,96890000,8300,2730000000,560000000,0.1053,31.1,1.64,1680000000,1430000000,580000000,860000000
The North West Company,https://companiesmarketcap.com/the-north-west-company,Canada,Retail,140000000,7311,1340000000,500000000,0.077,15,0.7367,1820000000,1030000000,320000000,530000000
Canadian Tire,https://companiesmarketcap.com/canadian-tire,Canada,Retail,500000000,13802,5480000000,4860000000,0.0791,16.1,0.4175,12440000000,16600000000,6650000000,11730000000
Dada Nexus,https://companiesmarketcap.com/dada-nexus,China,Retail,-150000000,2631,500000000,950000000,-0.2157,-2.8,0.3479,1550000000,1210000000,2770000,260000000
Dingdong Maicai,https://companiesmarketcap.com/dingdong-maicai,China,Retail,13350000,3363,260000000,71000000,-0.0281,-5.18,0.0948,3010000000,1120000000,670000000,1050000000
China Yongda Automobiles Services,https://companiesmarketcap.com/china-yongda-automobiles-services,China,Retail,300000000,16901,510000000,1990000000,,,0.1394,10440000000,4130000000,700000000,2140000000
MINISO Group,https://companiesmarketcap.com/miniso-group,China,Retail,370000000,3696,6690000000,1200000000,0.1827,26.9,3.83,1760000000,1900000000,130000000,700000000
China Tourism Group Duty Free,https://companiesmarketcap.com/china-tourism-group-duty-free,China,Retail,1260000000,16808,22170000000,8140000000,0.1278,31.8,2.32,9550000000,11050000000,780000000,2900000000
Vipshop,https://companiesmarketcap.com/vipshop,China,Retail,1320000000,6815,9270000000,4900000000,0.084,8.95,0.5931,15630000000,8680000000,220000000,3780000000
Tokmanni,https://companiesmarketcap.com/tokmanni,Finland,Retail,90960000,5616,960000000,260000000,0.0697,16.6,0.7116,1350000000,940000000,490000000,680000000
Kesko,https://companiesmarketcap.com/kesko,Finland,Retail,770000000,17702,7150000000,3040000000,0.0657,13.2,0.5701,12780000000,8570000000,3080000000,5520000000
Maisons du Monde,https://companiesmarketcap.com/maisons-du-monde,France,Retail,56350000,6830,200000000,630000000,,14.7,,1360000000,1930000000,860000000,1300000000
Jumia,https://companiesmarketcap.com/jumia,Germany,Retail,-96440000,4318,450000000,86880000,-1.2727,-2.99,2.62,180000000,210000000,6730000,120000000
Zalando,https://companiesmarketcap.com/zalando,Germany,Retail,160000000,16161,7350000000,2620000000,0.0097,80,0.6727,11020000000,8610000000,2040000000,5980000000
Jumbo S.A.,https://companiesmarketcap.com/jumbo-greece,Greece,Retail,160000000,5785,3760000000,1490000000,0.3251,30,5.74,670000000,1760000000,83810000,270000000
Giordano,https://companiesmarketcap.com/giordano,Hong Kong,Retail,35260000,6200,420000000,310000000,0.0814,12.3,0.696,430000000,490000000,78320000,170000000
Hagar hf.,https://companiesmarketcap.com/hagar-hf,Iceland,Retail,41890000,2613,620000000,190000000,,16.6,0.4991,1240000000,550000000,200000000,360000000
Spencer's Retail,https://companiesmarketcap.com/spencers-retail,India,Retail,-13990000,4505,100000000,-34420000,-0.0353,-3.69,0.3587,300000000,190000000,170000000,230000000
Nykaa,https://companiesmarketcap.com/nykaa,India,Retail,16430000,2764,6090000000,160000000,0.0219,,8.4,720000000,370000000,110000000,200000000
Trent Limited,https://companiesmarketcap.com/trent,India,Retail,120000000,16586,17280000000,360000000,0.0681,289,12.7,1350000000,1070000000,580000000,710000000
Raymond,https://companiesmarketcap.com/raymond,India,Retail,200000000,6682,1520000000,500000000,0.0876,8.38,1.51,1020000000,1260000000,410000000,750000000
DMart,https://companiesmarketcap.com/dmart,India,Retail,400000000,11312,37120000000,2090000000,0.0689,131,6.32,5870000000,2350000000,75910000,250000000
