element,Gene_1,Gene_2,Gene_3,Gene_4,Gene_5,Gene_6,Gene_7,Gene_8,Gene_9,Gene_10,Gene_11,Gene_12,Gene_13,Gene_14,Gene_15,Gene_16,Gene_17,Gene_18,Gene_19,Gene_20,Gene_21,Gene_22,Gene_23,Gene_24,Gene_25,Gene_26,Gene_27,Gene_28,Gene_29,Gene_30,Gene_31,Gene_32,Gene_33,Gene_34,Gene_35,Gene_36,Gene_37,Gene_38,Gene_39,Gene_40,Gene_41,Gene_42,Gene_43,Gene_44,Gene_45,Gene_46,Gene_47,Gene_48,Gene_49,Gene_50,CellType
a225,0.483345036,0.747794497,2.156782266,0.388866368,1.666138466,2.364811909,0.565189525,6.876470323,2.993444125,1.465163269,0.864838626,2.014207588,1.966550007,1.694228992,2.069406303,0.687320276,2.656620411,0.450336492,0.18798049,2.452757998,2.116274541,1.583764738,0.949619258,1.099713702,0.665689171,1.942140864,0.149408396,0.256275155,0.695214318,1.771665236,1.488224508,3.890733581,1.285471599,2.807870185,1.705200613,0.182571077,0.585576229,0.665769813,0.81952786,1.180758915,3.317945521,1.362856639,0.911763374,2.939671304,2.924550913,0.111206122,1.477386803,3.612464424,1.301517675,0.6122188,CD4 T
a226,2.78967318,0.531147348,1.723860131,1.290321765,0.310974013,3.204629197,2.056500253,3.990557176,1.481430137,0.655889733,0.341974423,2.965231877,0.59802677,6.852133412,5.034163906,1.596133568,1.215478344,0.813447457,0.903608299,6.046615519,1.066314689,2.164802078,2.284256181,3.083073617,2.03485425,1.494280405,0.744918376,2.241637037,1.910415616,1.049218278,2.104621801,1.397180381,1.910806135,2.56177383,1.709909514,2.734842614,1.686566568,3.081341772,1.16814458,0.616807238,1.84270031,4.578278767,2.870456329,4.541682355,1.041777221,1.488587739,0.649235305,0.484857387,4.124936415,3.848380527,CD4 T
a227,2.398742112,1.054197771,2.610960378,3.631878754,4.924011044,0.379077923,1.186893094,1.093425549,1.337097927,2.274944663,0.198473247,1.03333184,1.121277549,1.674274137,1.838817338,1.319613152,5.614756864,1.418196648,2.259081144,2.552542599,0.717838659,0.754334464,2.585140931,3.880881792,4.903444822,0.737351434,3.195357071,1.576280673,3.841373583,2.082384315,2.412883235,4.308829478,4.60807783,1.774321253,0.331724625,0.874005903,6.158206869,2.500621634,0.740843889,0.992536866,3.446193751,5.523638368,1.651431635,3.847845204,3.160346632,2.102216799,2.733468449,2.036248525,3.940929118,2.84273799,B
a228,0.380063475,1.405804055,0.732173111,1.801242802,1.343927183,0.969353323,0.536473481,0.173764313,3.89621723,3.891709106,0.514493113,2.074671388,0.281821094,0.826768296,1.272212222,0.912747428,2.494297616,0.06650106,0.801141554,3.013757075,0.253865173,0.885455302,3.301419415,5.926967585,3.895356538,1.243559966,5.898283417,3.076363489,0.52833689,0.29902196,2.898517522,1.441440489,0.508097871,1.382830764,3.477818323,0.922339468,0.899104876,1.368645999,1.524825806,1.170146337,2.519677901,2.724125397,1.48571446,0.871200627,1.035608002,4.153401543,5.835149442,0.423517468,0.55363207,1.016233303,CD8 T
a229,4.223125809,1.167471404,2.511463147,1.382041264,1.037538095,1.313073414,0.511446933,2.735839743,0.858736978,0.947913016,0.760978686,4.644892085,1.095589247,1.899869114,0.154726385,0.059105976,0.526234433,3.30007404,1.806611373,4.971380603,3.657993263,0.777937207,1.38627287,4.069433695,1.27572595,2.663515175,0.43223599,2.073666253,1.572194932,0.786937938,1.42717352,2.041981034,3.214839496,4.716513468,2.918598363,3.801039185,0.686935192,0.579735708,2.428786449,0.465571544,1.319201112,2.873675071,4.238197075,2.115556872,0.629397925,1.630799893,1.783555003,0.876240623,0.328043358,2.920554813,B
a230,1.350233977,2.635069636,1.963407613,1.356534256,1.201955778,1.534161024,2.415465747,0.103756537,2.368062764,2.233940841,2.901431159,4.39247376,0.897855388,0.392216356,1.878403593,1.764793617,1.227149991,2.285832311,0.95717917,1.36229428,2.36275005,1.247580219,1.768866332,1.254986823,0.641861245,2.872916358,2.694741628,2.634357581,1.450434366,3.030664227,3.124798497,4.035122117,1.472151446,1.856481374,0.638078976,4.386827092,1.276767067,0.48400981,4.114945211,1.42881019,5.553852786,1.678762966,0.871505139,2.947320465,1.359766103,2.56619092,0.916906054,2.367180642,1.189294576,2.813612769,CD8 T
a231,1.531111297,1.854267482,1.339352253,1.581943485,2.778208295,0.625952645,2.025442937,7.473542029,3.725283418,1.450697001,1.777212877,1.124486761,2.503781097,0.493004414,1.187702479,0.871107202,1.159915768,1.950528454,0.12569878,1.29483431,1.079167159,3.219798924,0.734205143,1.973750581,1.453712891,3.383480368,3.069914385,4.890267052,3.466664704,2.079906164,2.924793954,1.348885639,1.80495748,1.865084878,0.769932502,3.301444618,4.181693716,1.470605095,1.560018497,0.958030727,0.566552544,2.704064771,0.604894517,0.572630022,2.585632482,1.885566931,2.714989757,0.859069076,5.310732525,0.748047263,CD4 T
a232,1.078467685,0.891086855,5.208393471,1.202808542,0.693465264,7.158311624,4.656531591,3.772313759,4.480180114,0.719290377,4.895643618,1.392612215,2.141611014,1.622765965,4.156325176,0.10866739,0.626165015,4.474824782,0.971419725,4.052598664,0.929846543,1.350751968,5.592012995,2.906662225,1.911339171,2.433859968,3.476387708,1.828563477,2.578956819,7.253905239,0.669537676,1.896538991,1.120659418,0.784573062,1.880527845,0.799055266,0.696592953,1.538376035,2.524355363,2.383084287,1.563586327,0.49026853,0.462196091,2.192514536,0.995097098,1.97832526,1.788445935,0.251728233,4.531306487,0.455789785,NK
a233,1.381862482,0.54950094,0.975585329,1.076689115,1.165381638,1.413431639,5.193340526,0.756927389,2.588459677,3.752520581,2.398740557,4.287396671,2.415022461,2.363724171,3.826453686,2.127303958,3.76602534,2.122043732,3.720238884,4.865841237,1.245144833,1.100751112,4.280782624,3.670382665,0.299256249,1.996775738,5.562527657,0.623415638,0.542779308,0.94776391,1.179367713,0.360629127,0.630967566,0.326903579,1.948613736,1.918575897,4.306563446,2.067714976,2.554431349,2.750394722,0.729010992,0.650033433,0.561641551,1.17626161,1.096699828,1.760863138,2.902858261,2.551054247,1.08841243,0.931595523,CD8 T
a234,1.034566612,1.152332927,0.427296271,2.089263506,5.583117176,1.689519342,1.748871056,2.316068222,0.61504921,0.957260701,1.045307821,0.588866111,4.829014829,2.844573763,2.990192175,1.267503205,1.855280722,1.180488064,1.399501412,1.75622802,1.466353971,1.739399971,0.37421802,0.626807722,1.176945137,1.349109431,1.348878644,2.495708852,2.005022303,2.232374267,1.031257367,0.722502909,1.439698075,2.703845184,4.693025735,1.057888802,4.68535058,0.653603288,0.408928051,1.316989133,0.725476725,0.923736767,3.181586039,2.974074639,2.009138571,1.893731359,0.910989881,1.454970099,1.270207927,0.506629196,CD8 T
a235,5.249147085,1.297984769,0.674447373,0.458283776,2.334236019,4.95391974,6.03169225,1.529421475,1.298664085,1.774646267,1.744882447,0.250308372,1.174197232,2.101864961,2.41985288,2.548604439,1.726415729,0.646876233,1.498849345,3.866163792,2.215567674,1.341820091,6.396461296,1.795110755,1.480465979,2.706255827,0.588746132,1.296720417,1.50675877,0.348498185,1.921486908,2.411469594,1.082610511,2.802023466,3.48042834,3.7794828,0.666788762,1.867339227,2.598041475,1.862820452,3.314271622,1.977843852,0.647569134,3.355415804,1.819463536,4.790214083,0.651342671,1.844740996,4.553814366,2.01026847,CD4 T
a236,2.918156833,3.567093128,1.763553087,0.84522465,3.179246718,1.524236531,0.232594172,4.000202162,5.191456062,1.040558028,1.704953612,5.484035423,4.615535244,2.603575148,4.325473804,1.447011854,0.494186469,3.75402303,1.663482717,0.380346294,1.072655541,1.401103945,1.535174346,0.931738542,0.703362864,0.331434605,0.317867529,1.635813425,2.056605743,0.687745683,4.259322752,1.216656068,1.539329026,1.467017592,0.266525942,3.337602208,2.56343451,4.353547004,4.164181795,2.339856198,2.691976017,0.644635737,1.223478151,1.459246,1.090668689,4.097670613,1.9086291,0.861530041,3.919998749,1.956080613,CD8 T
a237,3.242301357,0.632922131,2.06944078,0.826902576,1.988206571,2.569325012,0.575991382,1.618672485,0.628754044,3.361512679,1.746312721,0.859171704,1.059670185,1.193132602,4.309709603,1.575593034,2.977172636,1.634075505,0.646009437,1.051318855,2.139705022,0.270037439,2.406961303,0.937524342,1.896195355,1.087869625,2.740415799,1.723872854,2.669856301,0.332946009,1.441398489,0.922302235,2.35857867,3.334244406,3.252101142,4.465644365,3.390125669,1.430556142,0.74596048,0.359625609,0.717413476,0.298894888,0.511252756,2.022027012,0.332166738,2.216636104,1.055688586,1.781238191,1.815933573,4.477722175,NK
a238,1.865890195,0.534641196,0.782615688,1.812533347,1.379558055,1.875887813,2.245702533,0.810051191,2.294257783,2.48283137,1.898237505,5.388836862,0.371665712,4.953912605,1.280602395,0.91426308,2.35493226,1.060190615,3.185308054,1.251258172,3.48885085,0.687013261,2.113642638,0.856877107,2.171346818,0.453363127,0.492319045,1.242164914,3.596135822,0.388046359,4.047348146,2.174282633,3.407814279,1.724709741,1.912297454,1.408258354,1.288476958,2.792928169,0.689656394,1.696753193,0.379816842,0.51682301,1.572226173,0.994178211,1.437171758,0.791574409,2.581053793,0.551849336,5.056761891,3.919439442,CD4 T
a239,2.362460954,0.47752298,1.439380254,2.46357519,3.283265773,3.270499873,2.836046439,0.198115653,0.715040828,2.890471217,1.049788749,2.085363285,5.279220945,1.008396598,3.43985689,2.16801562,6.86758436,2.172656016,1.062267752,1.702113361,0.677957134,2.757751656,1.221922758,1.700072261,3.628352188,0.612584877,3.290851978,0.427122061,1.541949647,2.372020571,2.890793844,0.66238309,5.332018681,2.398261803,2.917243609,2.409649218,0.689121952,0.931939862,3.948702504,4.035455483,0.249880462,2.73627371,1.520399006,2.292554158,1.931910688,1.909049651,0.826034663,3.346097786,1.055367395,1.495194038,CD4 T
a240,0.843702221,1.699471543,0.559662932,1.099946336,3.333771255,0.648353569,2.715720921,0.511820702,0.999133083,1.012578191,3.126772083,4.061069455,1.302395559,0.555680018,1.141786853,1.218219136,1.110414032,1.521353411,0.844015374,0.585673509,0.284840504,3.0320763,1.91995509,2.544497248,2.310464635,1.60317522,1.518452916,5.252614602,1.122996292,1.729659873,1.205783148,0.728560098,6.760762143,2.464003064,0.983985554,0.814761119,2.711233083,3.510776514,0.640414527,1.470786025,1.723041133,1.732990266,1.992896712,1.358637892,1.560668225,1.627965683,0.606407121,5.171153524,2.824848126,3.382028546,B
a241,2.051707732,6.895072873,0.088160579,1.774304441,0.791966941,1.88070834,4.491717573,2.668481128,1.639974306,4.805137107,3.166718959,2.474937063,2.427217439,3.038911002,1.054426857,0.945082715,0.72320504,1.093740079,4.606436145,1.471418094,4.671156604,1.028551233,3.606614612,4.073770957,1.906708045,1.453619937,0.886019774,3.314415104,1.411733557,1.27501801,2.22092775,2.675602501,0.846455785,2.21451186,4.086357349,0.711713234,3.363606555,3.344074477,3.542399195,2.756026287,2.655600788,3.286942428,2.211922478,1.201624898,1.179309039,1.597387907,2.888067375,1.633664734,1.438470026,3.521033595,CD4 T
a242,1.949196932,0.525829813,0.72412144,0.645950389,1.665085649,0.749866214,1.452194118,1.122235659,0.433756736,0.709416836,4.792014116,1.309478256,1.242163582,1.193584914,2.041560056,1.704522912,5.509870086,3.671891707,5.395591153,2.853539397,2.61291784,0.684076508,0.517470477,0.456570239,1.508282478,3.196747174,1.013161365,0.824481914,3.020302215,0.831832531,4.612380704,0.735332054,3.187269699,2.076645837,0.15962635,0.895562072,3.312701214,0.446522517,1.252174692,0.46651977,1.514002296,2.240249695,1.849825766,1.966506291,1.842572705,1.405046999,2.9469502,0.433610896,4.445140333,1.904015853,CD4 T
a243,0.492419266,4.053283834,1.442094905,1.100705325,0.504227933,1.001656389,3.049116391,0.787346684,3.090618532,1.260639436,0.695782043,1.046723839,2.347302231,1.964181768,4.786719012,1.313024999,3.155381516,1.507173995,0.850517117,0.586071927,1.32733737,1.655002398,3.967163828,4.749934026,4.741174595,0.933055008,0.775971901,1.004480284,1.474020317,0.336075401,0.729656081,3.783587012,2.048477923,1.070879085,0.376771005,2.014281337,1.730505544,0.728718458,2.728879145,1.113359729,1.871790985,4.708002209,2.626895646,0.509099305,2.634476854,0.962019267,2.360750465,3.133895316,1.872682201,0.548132263,CD4 T
a244,0.222011368,3.587088137,4.340756793,0.915313322,0.183041333,0.45287297,1.152127856,3.116137634,0.185489556,3.902824646,3.597741116,3.851624152,0.677850045,3.297096098,1.703075879,0.637975089,1.854520984,1.65842783,0.450982818,2.549082077,1.59717587,1.224326178,1.186541894,2.11142034,1.116088147,0.233865435,0.607155054,1.611620826,1.063462623,1.211105795,0.703330528,0.710750088,2.372813631,1.832148097,0.798945125,1.17708365,2.80501854,0.581721856,3.071260437,1.429813466,1.190169868,0.476183664,7.655835354,2.217002452,0.227493992,1.905717244,3.563652722,2.004270477,2.857589953,1.025041254,CD4 T
a245,0.914967708,1.28320635,1.684639656,1.04483282,1.405311462,0.61417622,0.335125254,0.814436812,5.176703736,3.755205992,1.941199456,0.409380381,1.49953104,1.791568011,0.992343812,3.911620067,0.586747217,2.377155334,0.571823321,0.642998573,1.500691608,0.159268761,1.853412534,1.08910632,1.41402845,0.892620018,3.840802075,2.996106382,2.361057253,0.675502791,2.566130336,2.03169308,6.975142281,0.40298947,1.335305046,0.904511345,2.080774264,0.355758143,2.70213926,0.352311115,2.106626613,1.187427484,0.750077091,0.577665819,0.895635669,1.221915687,1.574928635,1.733897685,1.352308371,1.153535242,CD8 T
a246,4.587636853,2.578361044,0.992640916,1.457711109,0.773977513,1.225736901,0.451521083,1.674063725,5.635936505,1.750013929,1.7452565,1.352488427,0.551770734,4.887777272,1.888377407,2.356613522,1.150480392,2.411118028,4.86705046,3.814320363,0.005523218,3.650478954,0.675232614,0.717107279,0.65203226,2.119997836,1.732172717,2.492193587,1.582443504,0.676990984,2.648568338,1.242292618,2.69772662,1.90435955,1.692621843,5.478660568,0.242128159,0.26657239,0.899653812,2.721581715,1.013593811,1.272665947,0.285290226,2.641167007,0.304673449,1.155570153,0.155718419,3.059856471,0.276924289,1.091700116,CD8 T
a247,0.91405933,2.369157204,1.766587332,5.271469168,0.40136654,3.645243454,4.177677763,5.141076218,1.583931883,0.48603558,2.19423737,0.327665335,3.364128508,1.446871603,2.013309892,5.127874473,1.752222211,0.492749659,1.457008084,0.938631331,1.896719856,1.132029844,0.837642845,1.496441095,0.472855323,1.394649736,2.29301252,4.349694572,0.958453036,5.87964385,2.037937789,1.188533736,1.310930912,1.543365572,1.078409978,0.85627841,1.858766581,0.233375025,0.734112681,2.674183973,0.181678081,2.109469567,1.684849867,0.91682528,1.114295388,1.486713454,2.166797985,2.027371294,3.481391433,1.940559875,CD8 T
a248,3.940995788,0.21847235,3.435795247,1.196031806,1.78365584,2.476440093,0.610464816,1.304545554,3.685080988,4.338287622,0.910737852,2.357181345,1.094859392,0.352742131,4.140326637,0.609698967,7.258231609,0.450585601,3.372058208,3.254758261,1.103126063,1.971496599,1.128716567,0.746256047,2.230340869,2.903820958,0.851356404,4.144940444,1.928143961,1.567376665,1.604359408,4.064160447,1.229838007,1.278752402,4.001730797,4.21758919,3.208970301,0.503345923,5.782300809,1.797751605,1.531774726,3.219100915,2.117957518,1.136075987,4.627182926,1.52400131,1.760731774,4.601664438,3.074857873,2.54905059,CD8 T
a249,1.094126685,2.200392423,2.301762489,2.261690215,1.560916658,0.852286394,3.39160047,1.055989582,1.691960227,0.111228608,3.014813777,0.723590873,2.303090377,0.530067632,1.41158955,1.304158636,0.73176941,1.959975435,0.421385725,2.780165546,2.890983806,0.802839776,4.026300492,1.436007258,0.668385461,0.294332206,3.874781923,0.900442395,1.228479982,1.135631639,3.281306808,2.405487842,1.800083634,0.46335588,4.745572451,2.449309057,2.491037914,0.523864856,0.633228149,1.755213534,1.790373738,0.731320529,0.532684915,1.031311394,1.282939893,0.469578864,2.505040653,2.612211234,2.328427237,0.497292635,CD4 T
a250,1.01844824,2.84911425,1.895567366,4.069916788,3.681560037,1.611717544,0.999816941,2.758162779,2.953574757,3.209061743,1.874383258,0.897247442,2.303369418,2.377725867,2.696907291,1.091222777,2.287006099,0.395258771,2.879937974,1.823624174,0.971186488,3.960268524,1.218494048,1.837902584,1.064339451,1.697100803,2.407907005,1.136482103,1.425675139,2.843158061,0.239139686,2.967095493,3.373439227,0.666609257,0.311029866,0.514010892,0.758625585,0.573718641,2.542005596,1.495712509,2.068975207,3.184432049,2.736419346,4.562218954,3.611161063,1.374385133,2.303450103,4.671444178,1.218221828,2.443403206,CD8 T
a251,5.583701141,2.646407167,0.691783815,0.329106235,0.822147494,1.450095702,5.273554709,3.300922213,1.20100247,0.72643245,0.719383156,6.293327833,0.640193241,2.940233863,2.827200294,1.350535487,0.59015494,2.333245672,5.009983067,0.520235265,1.761059403,2.7246937,4.796993354,0.247920461,2.497836258,4.730181667,2.95328872,0.997071596,1.820179729,3.258279327,3.418925975,2.917022157,1.957164244,1.556085149,3.591492118,2.355975754,1.868868174,0.918617216,0.869223037,1.594581888,2.617866064,2.484970344,2.377765558,1.789000928,3.372731388,3.829776083,0.639898048,1.05844989,6.194992491,1.516257333,CD4 T
a252,1.550479995,0.854114991,3.433154171,7.235081628,0.856118606,3.583322437,0.752186686,3.223578935,0.767041834,0.227881652,6.147458607,1.171438375,0.437563597,1.958534618,2.64476723,3.685337833,1.453238922,1.385512388,1.184622064,1.817522834,2.852526173,2.192372571,1.147423346,1.749416198,0.56503977,1.48623237,1.329983617,3.705479028,1.960689176,1.502338214,1.66560416,1.485559314,0.676253951,2.815653045,0.139263818,1.163030932,0.901021813,1.185073758,2.771489363,1.513001891,1.684909769,2.660581791,2.525529757,2.396730024,1.706193795,3.552547715,0.875553437,1.503460486,1.210138391,1.261951921,CD8 T
a253,0.780633025,3.066600904,2.576964943,1.470403367,2.295364977,3.196589603,4.656219327,0.512489329,1.546821897,3.830870332,6.421974971,2.150395444,3.007262774,0.071238454,2.23306107,1.428947716,2.806153641,4.846430511,1.692624318,1.629945408,1.064168456,0.147329836,1.137111933,0.476097685,0.529371361,2.260728258,0.6068206,1.804575076,5.939919318,1.257000588,0.532191571,5.019250095,0.755918527,1.175212485,3.401341438,0.654706682,1.093306985,0.620557653,3.368315988,0.596051447,2.478459969,1.564742689,1.042614716,1.53740534,1.189190561,0.872355014,0.267551609,0.641894319,1.9561322,1.327791326,NK
a254,2.443676972,1.800227203,0.081148878,2.260083361,0.551209433,1.670314059,0.36365399,3.269808499,2.85268438,1.380265773,2.775209482,0.685823125,0.975756354,3.20574604,0.036714252,1.422675767,2.139677304,1.123681091,3.827645777,4.575574287,2.255082919,0.555795325,2.811780432,5.752908034,1.733700915,1.479718937,0.729949647,2.058202035,1.517857366,0.120493126,2.689162483,0.492786581,6.419761993,1.821571183,1.384832145,1.758554551,1.675119952,1.191730991,0.325035159,3.885865507,1.739684722,3.391368182,0.37726247,0.839666223,1.109736929,0.57108362,2.685520547,1.340337833,2.017338037,0.960266586,CD8 T
a255,3.492126977,2.916439553,2.6252321,1.818577426,3.887541502,2.941450044,1.554387608,1.045197249,1.335201412,2.332289157,0.374019311,0.806458392,3.84762764,3.267636865,1.343812094,9.309101021,2.827483927,1.753149698,3.309257516,1.00776865,0.875364909,1.508113447,1.688605599,0.877077851,4.211770606,1.244536091,0.2854201,1.822153398,1.415276899,3.052077509,1.018190933,2.703714121,2.032731787,3.447584357,1.809756779,0.837714727,2.110712856,0.642599909,0.171333021,0.897396501,3.602304122,5.389986128,0.367577806,3.188210428,4.804705602,0.62488353,4.241498821,0.505124228,1.51415885,2.214699753,NK
